year,selling_price,km_driven,fuel,seller_type,transmission,owner,selling_price
2012,154099.33000000002,49824,0,1,0,0,154099.33000000002
2013,871000.0,58500,1,1,1,0,871000.0
2005,53600.0,56580,0,1,0,0,53600.0
2012,257950.00000000003,52000,1,1,0,0,257950.00000000003
2015,509200.00000000006,55340,0,2,0,0,509200.00000000006
2017,402000.0,46507,1,2,0,0,402000.0
2013,301500.0,1000,1,1,0,1,301500.0
2018,2546000.0,10000,1,1,1,0,2546000.0
2013,1058600.0,86000,1,1,1,0,1058600.0
2019,3316500.0,30000,1,1,1,0,3316500.0
2016,358450.0,52600,1,0,0,0,358450.0
2012,150750.0,110000,0,0,0,1,150750.0
2017,368500.0,19890,0,1,1,0,368500.0
2016,448900.0,7104,0,2,0,0,448900.0
2015,418750.0,11918,0,2,0,0,418750.0
2017,348400.0,10510,0,1,1,0,348400.0
2016,160130.0,41000,0,1,0,0,160130.0
2017,1742000.0,47162,1,2,1,0,1742000.0
2015,502500.00000000006,45974,1,2,0,0,502500.00000000006
2012,154099.33000000002,49824,0,1,0,0,154099.33000000002
2013,871000.0,58500,1,1,1,0,871000.0
2005,53600.0,56580,0,1,0,0,53600.0
2012,257950.00000000003,52000,1,1,0,0,257950.00000000003
2015,509200.00000000006,55340,0,2,0,0,509200.00000000006
2017,402000.0,46507,1,2,0,0,402000.0
2013,301500.0,1000,1,1,0,1,301500.0
2018,2546000.0,10000,1,1,1,0,2546000.0
2013,1058600.0,86000,1,1,1,0,1058600.0
2019,3316500.0,30000,1,1,1,0,3316500.0
2016,358450.0,52600,1,0,0,0,358450.0
2012,150750.0,110000,0,0,0,1,150750.0
2017,368500.0,19890,0,1,1,0,368500.0
2016,448900.0,7104,0,2,0,0,448900.0
2015,418750.0,11918,0,2,0,0,418750.0
2017,348400.0,10510,0,1,1,0,348400.0
2016,160130.0,41000,0,1,0,0,160130.0
2017,1742000.0,47162,1,2,1,0,1742000.0
2015,502500.00000000006,45974,1,2,0,0,502500.00000000006
2012,154099.33000000002,49824,0,1,0,0,154099.33000000002
2013,871000.0,58500,1,1,1,0,871000.0
2005,53600.0,56580,0,1,0,0,53600.0
2012,257950.00000000003,52000,1,1,0,0,257950.00000000003
2015,509200.00000000006,55340,0,2,0,0,509200.00000000006
2017,402000.0,46507,1,2,0,0,402000.0
2013,301500.0,1000,1,1,0,1,301500.0
2018,2546000.0,10000,1,1,1,0,2546000.0
2013,1058600.0,86000,1,1,1,0,1058600.0
2019,3316500.0,30000,1,1,1,0,3316500.0
2016,358450.0,52600,1,0,0,0,358450.0
2012,150750.0,110000,0,0,0,1,150750.0
2017,368500.0,19890,0,1,1,0,368500.0
2016,448900.0,7104,0,2,0,0,448900.0
2015,418750.0,11918,0,2,0,0,418750.0
2017,348400.0,10510,0,1,1,0,348400.0
2016,160130.0,41000,0,1,0,0,160130.0
2017,1742000.0,47162,1,2,1,0,1742000.0
2015,502500.00000000006,45974,1,2,0,0,502500.00000000006
2012,154099.33000000002,49824,0,1,0,0,154099.33000000002
2013,871000.0,58500,1,1,1,0,871000.0
2005,53600.0,56580,0,1,0,0,53600.0
2012,257950.00000000003,52000,1,1,0,0,257950.00000000003
2015,509200.00000000006,55340,0,2,0,0,509200.00000000006
2017,402000.0,46507,1,2,0,0,402000.0
2013,234500.0,50000,0,0,0,1,234500.0
2014,77049.33,30000,0,0,0,0,77049.33
2013,254600.00000000003,50000,0,0,0,1,254600.00000000003
1995,63650.00000000001,100000,0,0,0,1,63650.00000000001
2016,603000.0,35000,1,0,0,0,603000.0
2012,134669.33000000002,90000,0,0,0,1,134669.33000000002
2014,154099.33000000002,11451,0,0,0,0,154099.33000000002
2019,536000.0,60000,1,0,0,0,536000.0
2012,100500.0,172000,1,0,0,1,100500.0
2018,402000.0,60000,1,0,0,0,402000.0
2005,100500.0,150000,1,0,0,0,100500.0
2009,100500.0,66000,1,0,0,0,100500.0
2019,254600.00000000003,5000,0,0,0,0,254600.00000000003
2006,53600.0,66508,0,0,0,1,53600.0
2007,150750.0,55000,0,0,0,1,150750.0
2012,50250.0,29900,0,0,0,0,50250.0
2017,1072000.0,3000,1,0,0,0,1072000.0
2012,123950.00000000001,85000,1,0,0,0,123950.00000000001
2011,284750.0,50000,1,0,0,0,284750.0
2010,67000.0,120000,1,0,0,1,67000.0
2008,93800.0,90000,0,0,0,2,93800.0
2017,475700.0,8000,0,0,1,0,475700.0
2015,301500.0,7900,0,0,1,0,301500.0
2017,140700.0,50000,0,0,0,0,140700.0
2016,180900.0,25000,0,0,0,0,180900.0
2009,73700.0,20000,0,0,0,0,73700.0
2018,361800.0,17500,0,0,0,0,361800.0
2008,97150.0,25000,0,0,0,0,97150.0
2013,241200.0,206500,1,0,0,0,241200.0
2013,167500.0,88600,3,0,0,0,167500.0
2012,73700.0,80000,1,0,0,0,73700.0
2008,167500.0,100000,1,0,0,3,167500.0
2011,100500.0,186000,1,0,0,1,100500.0
2010,93800.0,60000,0,0,0,0,93800.0
2019,619750.0,11000,0,0,0,0,619750.0
2017,649899.3300000001,30000,1,0,0,0,649899.3300000001
2007,60300.0,80000,2,0,0,2,60300.0
2001,36850.0,60000,0,0,0,2,36850.0
2007,103850.0,100000,1,0,0,3,103850.0
2019,603000.0,15000,1,0,0,0,603000.0
2011,90450.0,90000,0,0,0,0,90450.0
2012,120600.0,120000,0,0,0,0,120600.0
2013,331650.0,100000,1,0,0,1,331650.0
2009,268000.0,138000,1,0,0,2,268000.0
2008,167500.0,110000,1,0,0,1,167500.0
2015,92460.0,120000,0,0,0,3,92460.0
2011,208370.0,70000,0,0,1,1,208370.0
2015,127300.00000000001,70000,0,0,0,0,127300.00000000001
2011,208370.0,140000,1,0,0,0,208370.0
2009,201000.0,15000,0,0,0,0,201000.0
2018,402000.0,20000,0,0,0,0,402000.0
2009,368500.0,100000,1,0,0,0,368500.0
2015,402000.0,70000,0,0,1,0,402000.0
2018,130650.00000000001,5000,0,0,0,0,130650.00000000001
2013,38860.0,27974,0,0,0,0,38860.0
2018,122610.00000000001,40000,0,0,0,0,122610.00000000001
2007,63650.00000000001,80000,0,0,0,0,63650.00000000001
2013,167500.0,38000,0,0,0,0,167500.0
2013,167500.0,38000,0,0,0,0,167500.0
2014,268000.0,35000,0,0,0,0,268000.0
2012,274699.33,60000,1,0,0,1,274699.33
2004,80400.0,120000,1,0,0,1,80400.0
2018,402000.0,18000,0,0,1,0,402000.0
2016,402000.0,10000,0,0,0,0,402000.0
2015,552750.0,90000,1,0,0,2,552750.0
2016,418750.0,80000,1,0,0,1,418750.0
2020,469000.0,1400,1,0,0,0,469000.0
2011,107200.0,60000,0,0,0,0,107200.0
2011,77049.33,60000,0,0,0,2,77049.33
2009,100500.0,53000,0,0,0,0,100500.0
2010,167500.0,100000,1,1,0,0,167500.0
2012,261300.00000000003,86000,1,1,0,1,261300.00000000003
2015,435500.0,100000,1,0,0,0,435500.0
2016,402000.0,30000,1,0,0,0,402000.0
2011,167500.0,120000,0,0,0,0,167500.0
2011,154099.33000000002,60000,3,0,0,1,154099.33000000002
2016,200330.0,50000,1,0,0,1,200330.0
2010,221100.0,124000,1,0,0,1,221100.0
2012,120600.0,100000,0,0,0,2,120600.0
2017,318250.0,42000,0,0,0,0,318250.0
2015,217750.0,100000,1,0,0,0,217750.0
2016,428130.0,28205,0,1,0,0,428130.0
2017,278050.0,32670,0,1,1,0,278050.0
2016,803330.0,30093,1,1,1,0,803330.0
2013,351750.0,56228,2,1,0,0,351750.0
2013,284750.0,59319,0,1,0,0,284750.0
2016,468330.0,39503,1,1,0,0,468330.0
2013,217750.0,35299,0,1,0,0,217750.0
2011,184250.0,51687,0,1,0,0,184250.0
2011,180230.0,76259,0,1,1,0,180230.0
2013,267330.0,44049,1,1,0,0,267330.0
2017,318250.0,45087,1,1,0,0,318250.0
2011,166830.0,41125,0,1,0,0,166830.0
2014,1037830.0000000001,42215,1,1,1,0,1037830.0000000001
2011,170849.33000000002,54206,0,1,0,0,170849.33000000002
2012,180230.0,52547,0,1,0,0,180230.0
2014,445550.0,59110,1,1,0,0,445550.0
2014,200330.0,54565,0,1,0,0,200330.0
2010,177550.0,47564,0,1,0,1,177550.0
2010,141370.0,45143,0,1,0,1,141370.0
2013,401330.0,61624,0,1,1,1,401330.0
2007,36850.0,195000,1,0,0,2,36850.0
2014,368500.0,50000,1,0,0,0,368500.0
2018,2680000.0,68000,1,0,1,0,2680000.0
2010,147400.0,120000,1,0,0,1,147400.0
2019,335000.0,20000,0,0,0,0,335000.0
2010,93800.0,30000,0,0,0,0,93800.0
2013,217750.0,60000,1,0,0,0,217750.0
2010,140700.0,90000,0,0,0,2,140700.0
2008,73700.0,90000,0,0,0,1,73700.0
2019,804000.0,25000,1,0,0,0,804000.0
2017,154099.33000000002,40000,0,0,0,0,154099.33000000002
2012,150750.0,110000,0,0,0,1,150750.0
2006,110550.0,132000,0,0,0,0,110550.0
2018,351750.0,10980,0,1,1,0,351750.0
2018,217750.0,20629,0,1,0,0,217750.0
2018,1005000.0000000001,50000,1,0,0,0,1005000.0000000001
2015,268000.0,30000,0,0,1,0,268000.0
2015,368500.0,69782,0,1,0,0,368500.0
2003,65660.0,54000,0,0,0,0,65660.0
2013,603000.0,63654,1,1,0,0,603000.0
2017,469000.0,60000,1,0,0,0,469000.0
2015,596300.0,52000,1,1,0,0,596300.0
2015,328300.0,59385,1,1,0,0,328300.0
2015,351750.0,70378,0,1,0,0,351750.0
2013,221100.0,55425,0,1,0,0,221100.0
2013,368500.0,78413,1,1,0,1,368500.0
2018,529300.0,40890,1,1,0,0,529300.0
2015,234500.0,34823,0,1,0,1,234500.0
2017,1139000.0,75000,1,0,1,0,1139000.0
2017,502500.00000000006,55545,1,1,0,0,502500.00000000006
2014,274699.33,56541,1,1,0,0,274699.33
2016,147400.0,43700,0,0,0,0,147400.0
2009,45560.0,120000,0,0,0,1,45560.0
2017,194300.0,20000,0,0,0,0,194300.0
2014,402000.0,27483,1,1,0,0,402000.0
2019,314900.0,8000,0,0,0,0,314900.0
2008,100500.0,30000,0,0,0,0,100500.0
2014,120600.0,56207,0,1,0,1,120600.0
2006,53600.0,70000,0,0,0,0,53600.0
2018,586250.0,1440,0,0,0,0,586250.0
2019,201000.0,50000,0,0,0,0,201000.0
2017,1876000.0,20000,1,0,1,0,1876000.0
2017,891100.0,91195,1,1,0,0,891100.0
2011,147400.0,63657,1,1,0,0,147400.0
2013,167500.0,60000,1,0,0,0,167500.0
2016,616399.3300000001,75000,1,1,0,0,616399.3300000001
2013,254600.00000000003,97248,0,1,0,0,254600.00000000003
2012,301500.0,46000,1,0,0,0,301500.0
2016,515900.00000000006,10000,0,0,1,0,515900.00000000006
2018,368500.0,80000,1,0,0,0,368500.0
2011,214400.0,100000,1,0,0,1,214400.0
2013,268000.0,35000,0,0,0,0,268000.0
2017,301500.0,50000,0,0,1,0,301500.0
2011,147400.0,90000,1,0,0,2,147400.0
2012,268000.0,150000,1,0,0,1,268000.0
2013,355100.0,89000,0,0,0,1,355100.0
2014,261300.00000000003,60000,1,0,0,1,261300.00000000003
2012,123950.00000000001,100000,1,0,0,1,123950.00000000001
2012,201000.0,100000,0,0,0,1,201000.0
2014,385250.0,90000,1,0,0,1,385250.0
2014,201000.0,75000,0,0,0,0,201000.0
2017,284750.0,36000,1,1,0,0,284750.0
2016,234500.0,12000,0,0,0,0,234500.0
2017,368500.0,12997,1,1,0,0,368500.0
2017,335000.0,40000,0,0,1,0,335000.0
2015,402000.0,60000,1,0,0,0,402000.0
2013,201000.0,25000,1,0,0,1,201000.0
2018,770500.0,26430,1,1,0,0,770500.0
2015,318250.0,24600,0,1,0,0,318250.0
2011,174200.0,28481,0,1,0,0,174200.0
2013,234500.0,100000,0,0,0,0,234500.0
2013,502500.00000000006,41988,1,1,0,0,502500.00000000006
2009,120600.0,30375,0,1,0,0,120600.0
2017,234500.0,7658,0,1,1,0,234500.0
2017,409370.0,34400,1,1,0,0,409370.0
2017,217750.0,18500,0,1,0,0,217750.0
2012,150750.0,48000,0,1,0,0,150750.0
2014,201000.0,28942,0,1,1,0,201000.0
2017,268000.0,50000,1,0,0,1,268000.0
2012,476370.0,53600,1,1,0,0,476370.0
2015,570170.0,53652,1,1,0,0,570170.0
2014,335000.0,25000,0,0,0,0,335000.0
2007,167500.0,80000,1,0,0,1,167500.0
2017,100500.0,50000,0,0,0,0,100500.0
2016,408700.0,15000,1,0,0,1,408700.0
2018,301500.0,5000,0,0,0,0,301500.0
2017,498480.00000000006,106000,1,0,0,0,498480.00000000006
2008,80400.0,100000,0,0,0,2,80400.0
2016,147400.0,60000,0,0,0,2,147400.0
2012,321600.0,120000,1,0,0,3,321600.0
2017,247900.00000000003,82000,0,0,1,0,247900.00000000003
2003,36850.0,35000,1,0,0,1,36850.0
2013,83750.0,205000,0,0,0,0,83750.0
2011,174200.0,125000,1,0,0,2,174200.0
2015,234500.0,130000,1,0,0,0,234500.0
2012,113900.0,97000,2,0,0,1,113900.0
2015,234500.0,90000,0,0,0,1,234500.0
2009,167500.0,60000,0,0,0,2,167500.0
2013,113900.0,60000,1,0,0,0,113900.0
2018,871000.0,35000,1,0,0,0,871000.0
2019,368500.0,25000,0,0,0,0,368500.0
2017,268000.0,15000,0,0,0,0,268000.0
2011,80400.0,20000,0,0,0,0,80400.0
2011,80400.0,20000,0,0,0,0,80400.0
2010,184250.0,70000,0,0,0,0,184250.0
2016,190950.0,90000,0,0,0,0,190950.0
2016,603000.0,80000,1,0,0,0,603000.0
2014,1675000.0,79500,1,0,1,1,1675000.0
2013,415400.0,70000,1,0,0,1,415400.0
2018,1139000.0,5000,1,0,0,0,1139000.0
2018,435500.0,15000,0,0,0,0,435500.0
2014,335000.0,35000,0,0,0,0,335000.0
2009,167500.0,120000,1,0,0,1,167500.0
2018,636500.0,15000,1,0,0,1,636500.0
2015,214400.0,60000,0,0,0,0,214400.0
2013,301500.0,120000,1,0,0,0,301500.0
2016,234500.0,90000,1,0,0,0,234500.0
2015,268000.0,90000,0,0,0,0,268000.0
2018,134000.0,10000,0,0,0,0,134000.0
2009,167500.0,72000,1,0,0,1,167500.0
2011,368500.0,197000,0,0,0,1,368500.0
1999,56950.0,70000,0,0,0,1,56950.0
2001,34840.0,50000,0,0,0,2,34840.0
2017,804000.0,50000,1,0,1,0,804000.0
2011,301500.0,60000,0,0,1,2,301500.0
2018,412050.0,40000,0,0,0,0,412050.0
2012,268000.0,60000,1,0,0,1,268000.0
2013,40200.0,40000,0,0,0,0,40200.0
2017,335000.0,9161,0,0,0,0,335000.0
2015,402000.0,45000,0,0,0,0,402000.0
2010,73700.0,110000,0,0,0,0,73700.0
2013,117250.0,80000,0,0,0,0,117250.0
2011,217750.0,100000,1,0,0,1,217750.0
2017,284750.0,90000,1,0,0,0,284750.0
2009,107200.0,70000,2,0,0,2,107200.0
2007,67000.0,80000,0,0,0,2,67000.0
2014,261300.00000000003,110000,1,0,0,1,261300.00000000003
2017,268000.0,50000,0,0,0,0,268000.0
2018,341699.33,5000,0,0,0,0,341699.33
2008,100500.0,90000,0,0,0,2,100500.0
2009,73700.0,120000,0,0,0,0,73700.0
2013,301500.0,80000,1,0,0,0,301500.0
2017,268000.0,38000,0,0,0,1,268000.0
2009,93800.0,120000,0,0,0,0,93800.0
2011,87100.0,90000,1,0,0,0,87100.0
2017,107200.0,50000,0,0,0,0,107200.0
2016,100500.0,60000,0,0,0,0,100500.0
2013,335000.0,100000,1,0,0,1,335000.0
2011,26800.0,19000,0,0,0,0,26800.0
2006,93800.0,200000,1,0,0,2,93800.0
2015,152090.0,70000,1,0,0,1,152090.0
2011,190950.0,50000,1,0,0,1,190950.0
2012,103850.0,19077,0,0,0,1,103850.0
2016,140700.0,30000,0,0,0,0,140700.0
2009,93800.0,80000,0,0,0,1,93800.0
2015,629800.0,128000,1,0,0,0,629800.0
2013,502500.00000000006,80000,1,0,0,0,502500.00000000006
2016,408700.0,100000,1,0,0,0,408700.0
2015,301500.0,50000,1,0,0,0,301500.0
2012,274699.33,56000,1,0,0,0,274699.33
2018,67000.0,21302,0,0,0,0,67000.0
2018,201000.0,10500,0,0,0,0,201000.0
2013,268000.0,107000,1,0,0,0,268000.0
2010,140700.0,60000,0,0,0,1,140700.0
2006,60300.0,120000,0,0,0,1,60300.0
2010,148740.0,70000,0,0,0,0,148740.0
2015,160800.0,50000,0,0,0,1,160800.0
2013,301500.0,70000,1,0,0,1,301500.0
2013,301500.0,1000,1,1,0,1,301500.0
2018,2546000.0,10000,1,1,1,0,2546000.0
2013,1058600.0,86000,1,1,1,0,1058600.0
2019,3316500.0,30000,1,1,1,0,3316500.0
2016,358450.0,52600,1,0,0,0,358450.0
2012,150750.0,110000,0,0,0,1,150750.0
2017,368500.0,19890,0,1,1,0,368500.0
2016,448900.0,7104,0,2,0,0,448900.0
2015,418750.0,11918,0,2,0,0,418750.0
2017,348400.0,10510,0,1,1,0,348400.0
2016,160130.0,41000,0,1,0,0,160130.0
2017,1742000.0,47162,1,2,1,0,1742000.0
2015,502500.00000000006,45974,1,2,0,0,502500.00000000006
2012,154099.33000000002,49824,0,1,0,0,154099.33000000002
2013,871000.0,58500,1,1,1,0,871000.0
2005,53600.0,56580,0,1,0,0,53600.0
2012,257950.00000000003,52000,1,1,0,0,257950.00000000003
2015,509200.00000000006,55340,0,2,0,0,509200.00000000006
2017,402000.0,46507,1,2,0,0,402000.0
2013,301500.0,1000,1,1,0,1,301500.0
2018,2546000.0,10000,1,1,1,0,2546000.0
2013,1058600.0,86000,1,1,1,0,1058600.0
2019,3316500.0,30000,1,1,1,0,3316500.0
2016,358450.0,52600,1,0,0,0,358450.0
2012,150750.0,110000,0,0,0,1,150750.0
2017,368500.0,19890,0,1,1,0,368500.0
2016,448900.0,7104,0,2,0,0,448900.0
2015,418750.0,11918,0,2,0,0,418750.0
2017,348400.0,10510,0,1,1,0,348400.0
2016,160130.0,41000,0,1,0,0,160130.0
2017,1742000.0,47162,1,2,1,0,1742000.0
2015,502500.00000000006,45974,1,2,0,0,502500.00000000006
2012,154099.33000000002,49824,0,1,0,0,154099.33000000002
2013,871000.0,58500,1,1,1,0,871000.0
2005,53600.0,56580,0,1,0,0,53600.0
2012,257950.00000000003,52000,1,1,0,0,257950.00000000003
2015,509200.00000000006,55340,0,2,0,0,509200.00000000006
2017,402000.0,46507,1,2,0,0,402000.0
2012,492450.00000000006,55300,1,1,1,0,492450.00000000006
2012,190950.0,74300,1,1,0,0,190950.0
2010,234500.0,48781,0,1,0,0,234500.0
2010,194300.0,87620,1,1,1,0,194300.0
2017,596300.0,40219,1,1,1,0,596300.0
2011,257950.00000000003,11473,0,1,0,0,257950.00000000003
2017,284750.0,8352,0,1,0,0,284750.0
2017,351750.0,9745,0,1,1,0,351750.0
2017,368500.0,9748,0,1,0,0,368500.0
2012,181570.0,49000,0,1,0,0,181570.0
2018,998300.0000000001,20694,1,1,0,0,998300.0000000001
2015,328300.0,31080,0,1,0,0,328300.0
2014,174200.0,37605,0,1,0,0,174200.0
2014,304850.0,55850,1,1,0,0,304850.0
2010,50250.0,58850,0,1,0,0,50250.0
2015,282070.0,23839,0,1,0,0,282070.0
2016,368500.0,54000,1,1,0,0,368500.0
2013,221100.0,38000,0,1,1,0,221100.0
2012,261300.00000000003,45454,1,1,0,0,261300.00000000003
2015,401330.0,46957,1,1,1,0,401330.0
2007,73700.0,60000,0,0,0,3,73700.0
2016,167500.0,25000,0,0,0,0,167500.0
2012,402000.0,110000,1,0,0,3,402000.0
2008,187600.0,190000,1,0,0,1,187600.0
2018,1809000.0,25000,1,0,1,0,1809000.0
2008,53600.0,90000,0,0,0,0,53600.0
2019,234500.0,5000,0,0,0,0,234500.0
2015,318250.0,60000,1,0,0,0,318250.0
2020,3149000.0,1500,1,0,1,0,3149000.0
2018,335000.0,50000,1,0,0,0,335000.0
2014,167500.0,120000,1,0,0,0,167500.0
2005,67000.0,120000,1,0,0,1,67000.0
2019,234500.0,5000,0,0,0,0,234500.0
2014,2680000.0,47000,1,0,1,0,2680000.0
2017,1273000.0,20000,0,0,1,0,1273000.0
2005,63650.00000000001,120000,0,0,0,1,63650.00000000001
2015,274699.33,58000,1,0,0,0,274699.33
2018,703500.0,35000,1,0,0,0,703500.0
2017,214400.0,30000,0,0,0,0,214400.0
2019,670000.0,10000,1,0,0,0,670000.0
2017,1185900.0,25000,1,0,0,0,1185900.0
2018,636500.0,20000,1,0,0,0,636500.0
2018,502500.00000000006,50000,1,0,0,0,502500.00000000006
2014,147400.0,42000,0,0,0,0,147400.0
2017,670000.0,50000,1,0,0,0,670000.0
2017,442200.0,116000,1,0,0,0,442200.0
2015,479720.0,100000,1,0,0,0,479720.0
2015,452250.0,66000,0,0,0,0,452250.0
2010,257950.00000000003,110000,1,0,0,2,257950.00000000003
2014,217750.0,70000,1,0,0,0,217750.0
2015,636500.0,60000,1,0,0,0,636500.0
2007,268000.0,110000,1,0,1,3,268000.0
2014,167500.0,25000,1,0,0,0,167500.0
2018,2680000.0,68000,0,0,1,0,2680000.0
2014,140700.0,20000,0,0,0,0,140700.0
2011,98490.0,110000,0,0,0,1,98490.0
2018,485750.0,26350,1,0,0,0,485750.0
2012,368500.0,90000,1,0,0,0,368500.0
2016,318250.0,25000,0,0,0,0,318250.0
2014,167500.0,50000,0,0,0,1,167500.0
2006,46900.0,60000,0,0,0,1,46900.0
2012,107200.0,70000,0,0,0,2,107200.0
2011,670000.0,90000,1,0,1,1,670000.0
2001,45560.0,70000,0,0,0,0,45560.0
2017,335000.0,26500,0,0,0,0,335000.0
2013,113900.0,60000,1,0,0,0,113900.0
2018,871000.0,35000,1,0,0,0,871000.0
2020,703500.0,10000,1,0,0,0,703500.0
2009,201000.0,15000,0,0,0,0,201000.0
2016,402000.0,25000,0,0,0,0,402000.0
2017,603000.0,50000,1,0,0,0,603000.0
2019,368500.0,25000,0,0,0,0,368500.0
2007,67000.0,52000,0,0,0,1,67000.0
2017,268000.0,15000,0,0,0,0,268000.0
2011,80400.0,20000,0,0,0,0,80400.0
2013,201000.0,90000,1,0,0,0,201000.0
2011,93800.0,60000,1,0,0,1,93800.0
2015,428800.0,23000,0,0,0,0,428800.0
2018,254600.00000000003,22155,0,0,0,0,254600.00000000003
2011,80400.0,20000,0,0,0,0,80400.0
2018,435500.0,70000,0,0,0,0,435500.0
2009,100500.0,60000,0,0,0,1,100500.0
2018,368500.0,35000,0,0,0,0,368500.0
2012,435500.0,71042,1,1,0,0,435500.0
2012,686750.0,167870,1,1,0,1,686750.0
2011,130650.00000000001,133564,1,1,0,0,130650.00000000001
2018,2546000.0,10000,1,1,1,0,2546000.0
2013,998300.0000000001,40000,1,1,1,0,998300.0000000001
2019,3316500.0,30000,1,1,1,0,3316500.0
2018,763800.0,23038,0,2,1,0,763800.0
2011,63650.00000000001,70000,1,0,0,0,63650.00000000001
2017,2043500.0000000002,30000,1,0,1,0,2043500.0000000002
2017,368500.0,19890,0,1,1,0,368500.0
2015,418750.0,11918,0,2,0,0,418750.0
2017,348400.0,10510,0,1,1,0,348400.0
2016,160130.0,41000,0,1,0,0,160130.0
2017,1742000.0,47162,1,2,1,0,1742000.0
2012,154099.33000000002,49824,0,1,0,0,154099.33000000002
2013,871000.0,58500,1,1,1,0,871000.0
2017,391950.0,43608,0,2,0,0,391950.0
2018,552750.0,11212,0,2,1,0,552750.0
2013,187600.0,52000,1,1,0,0,187600.0
2016,485750.0,49217,0,2,0,0,485750.0
2015,201000.0,90000,1,0,0,0,201000.0
2015,251250.00000000003,70000,0,0,0,0,251250.00000000003
2003,207700.0,90000,0,0,0,3,207700.0
2011,251250.00000000003,190000,1,0,0,2,251250.00000000003
2016,1306500.0,106000,1,0,1,0,1306500.0
2012,268000.0,80000,1,0,0,1,268000.0
2014,368500.0,80000,1,0,0,1,368500.0
2018,180900.0,20000,0,0,0,0,180900.0
2012,371850.0,110000,1,0,0,1,371850.0
2013,335000.0,60000,1,0,0,1,335000.0
2010,268000.0,130000,1,0,1,1,268000.0
2017,187600.0,28838,0,0,0,0,187600.0
2008,53600.0,200000,0,0,0,0,53600.0
2006,36850.0,100000,1,0,0,0,36850.0
2014,167500.0,50000,0,0,0,0,167500.0
2010,167500.0,190000,1,0,0,3,167500.0
2007,63650.00000000001,100000,1,0,0,1,63650.00000000001
2014,485750.0,135000,1,0,0,1,485750.0
2015,214400.0,50000,1,0,0,2,214400.0
2014,804000.0,135000,1,0,1,2,804000.0
2012,107200.0,50000,1,0,0,0,107200.0
2018,529300.0,19571,1,1,0,0,529300.0
2018,804000.0,29600,0,1,0,0,804000.0
2011,117250.0,70000,0,0,0,0,117250.0
2018,636500.0,15000,1,0,1,0,636500.0
2019,227800.0,50000,0,0,0,0,227800.0
2017,552750.0,13500,1,0,0,0,552750.0
2018,2077000.0000000002,22000,0,0,1,0,2077000.0000000002
2018,522600.00000000006,25000,1,1,0,0,522600.00000000006
2010,234500.0,80000,0,0,1,2,234500.0
2018,462300.0,39000,0,1,0,0,462300.0
2016,164150.0,60000,0,0,0,0,164150.0
2018,529300.0,49000,1,1,0,0,529300.0
2018,455600.0,48600,0,1,0,0,455600.0
2017,361800.0,20000,0,0,0,1,361800.0
2016,284750.0,25000,0,0,0,0,284750.0
2008,93800.0,120000,0,0,0,0,93800.0
2019,737000.0,30000,1,0,0,0,737000.0
2015,479050.0,35000,1,0,0,0,479050.0
2013,1058600.0,86000,1,1,1,0,1058600.0
2015,1172500.0,127643,1,1,1,0,1172500.0
2018,268000.0,54000,0,1,0,1,268000.0
2014,1172500.0,102354,1,1,1,0,1172500.0
2014,1239500.0,62237,0,1,1,0,1239500.0
2005,77049.33,90000,0,1,0,1,77049.33
2018,636500.0,21394,1,1,0,0,636500.0
2015,207700.0,32686,0,1,0,0,207700.0
2006,385250.0,1001,1,1,0,0,385250.0
2017,328300.0,22000,1,1,0,0,328300.0
2017,321600.0,53261,0,1,0,0,321600.0
2016,2345000.0,53000,1,1,1,0,2345000.0
2018,247900.00000000003,10000,0,1,0,0,247900.00000000003
2017,559450.0,14000,1,1,0,0,559450.0
2017,435500.0,44000,0,1,0,0,435500.0
2014,448900.0,39895,1,1,0,0,448900.0
2017,636500.0,73000,1,1,1,0,636500.0
2014,462300.0,17000,0,1,0,0,462300.0
2017,448900.0,18591,0,1,0,0,448900.0
2017,619750.0,26766,1,1,0,0,619750.0
2015,167500.0,30000,0,0,0,0,167500.0
2016,341699.33,42000,1,0,0,0,341699.33
2014,348400.0,110000,1,0,0,0,348400.0
2005,67000.0,100000,1,0,0,0,67000.0
2006,56950.0,300000,1,0,0,1,56950.0
2009,87100.0,110000,1,0,0,2,87100.0
2018,636500.0,27620,1,1,0,0,636500.0
2015,301500.0,70000,0,0,0,0,301500.0
2012,214400.0,50000,0,0,0,1,214400.0
2015,321600.0,50000,1,0,0,0,321600.0
2014,1668300.0,46000,1,0,1,0,1668300.0
2012,529300.0,82000,1,0,0,0,529300.0
2016,80400.0,120000,0,0,0,0,80400.0
2006,50250.0,80000,0,0,0,2,50250.0
2010,66330.0,70000,0,0,0,0,66330.0
2018,680050.0,20000,1,0,0,0,680050.0
2013,167500.0,200000,1,0,0,1,167500.0
2011,348400.0,120000,1,0,0,0,348400.0
2018,737000.0,30000,1,0,1,0,737000.0
2005,134000.0,223000,1,0,0,0,134000.0
2016,351750.0,60000,1,0,0,0,351750.0
2016,335000.0,40000,0,0,0,0,335000.0
2016,452250.0,161327,1,0,0,0,452250.0
2009,100500.0,60000,0,0,0,2,100500.0
2007,167500.0,50000,1,0,0,0,167500.0
2018,301500.0,6000,0,0,0,0,301500.0
2009,100500.0,68000,0,0,0,1,100500.0
2012,134000.0,85000,1,0,0,0,134000.0
